"시점","행정구역(시군구)별","성별",계,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2011","제주특별자치도","계",568323.5,22298.5,19578,14683,13836.5,7482,6354.5,4110.5,1677,485.5,81.5
"2012","서울특별시","계",10062309,389975,304602.5,183112.5,165800,98986.5,66813.5,46554,16290,3430,539.5
"2012","부산광역시","계",3503507.5,153070,126616,77827,65062,41378.5,23683.5,17512,5048.5,985,138
"2012","대구광역시","계",2484824.5,88878,79725,52655.5,42916,27268,15648,11410,3478,665,95
"2012","인천광역시","계",2793503.5,87567.5,72652,49052,46260,27853.5,18406.5,13028,4380,860.5,138
"2012","광주광역시","계",1456949.5,47718,40712,26237.5,24620,14947.5,9672.5,6757,2359,469,87.5
"2012","대전광역시","계",1508418,46522.5,39733,27141.5,24743.5,15017,9726.5,6900.5,2232,502.5,91.5
"2012","울산광역시","계",1134133.5,29856.5,23759,15050.5,13674,8361.5,5312.5,3842.5,1198.5,245.5,26
"2012","세종특별자치시","계",103384.5,4502.5,4774,3732.5,3471,2133.5,1337.5,960.5,295.5,71.5,10
"2012","경기도","계",11911181,365242,317661.5,214708,192239.5,116242.5,75997,53564,18191,3661.5,580.5
"2012","강원도","계",1523578,72494.5,71342.5,46687,44203,25997,18206,12815,4299.5,933,158.5
"2012","충청북도","계",1550498,61696.5,62174.5,46423.5,39770.5,24354.5,15416,10892,3644,772.5,107.5
"2012","충청남도","계",2006979,82892,87426.5,70712,61533.5,37934.5,23599,16747.5,5518.5,1151,182
"2012","전라북도","계",1860938.5,84923,85764,65256.5,59641,36943.5,22697.5,15937.5,5448,1115.5,196.5
"2012","전라남도","계",1897994,99024,109253.5,77268,73636.5,45577.5,28059,19655,6706,1459,239
"2012","경상북도","계",2680452,119577,127509,95015,85959.5,52443.5,33516,23798.5,7920,1574.5,223
"2012","경상남도","계",3291678.5,120514.5,118060.5,86841.5,78802.5,49934.5,28868,21494.5,6112.5,1094.5,166.5
"2012","제주특별자치도","계",574995.5,22662,20475.5,15525.5,14858,8310,6548,4022,1911,525.5,89.5
"2013","서울특별시","계",10012711.5,401314,325621.5,196583.5,176656,104784,71872,49514,18137.5,3639,581.5
"2013","부산광역시","계",3493213,158626.5,134920.5,83139.5,70190.5,44057.5,26133,19179.5,5765,1026.5,162
"2013","대구광역시","계",2483044.5,91436.5,84537.5,55924.5,46766,29522.5,17243.5,12533,3897,708.5,105
"2013","인천광역시","계",2833204.5,91635.5,77179,52518.5,49986.5,29888,20098.5,14003,4959.5,977.5,158.5
"2013","광주광역시","계",1461796,49520.5,43038,28112,26289,15818.5,10470.5,7201.5,2656,526.5,86.5
"2013","대전광역시","계",1517298.5,47952.5,42062,28851,26673.5,16100.5,10573,7412,2519.5,545.5,96
"2013","울산광역시","계",1144912,31551.5,25612,16013,14651,8924,5727,4098,1348.5,251,29.5
"2013","세종특별자치시","계",116752.5,4611,5029,3911,3816.5,2335.5,1481,1033,359.5,77.5,11
"2013","경기도","계",12061219,378422.5,334042.5,229990,208225,125491,82734,57399,20685,4013,637
"2013","강원도","계",1526531.5,71897.5,73340,50616,46914,27410,19504,13555.5,4743,1028.5,177
"2013","충청북도","계",1558806,61284.5,64170.5,48650.5,42858,26261.5,16596.5,11643.5,4040,786,127
"2013","충청남도","계",2024418.5,82985.5,89080.5,73209.5,67161,41405.5,25755.5,18096.5,6241.5,1229,188.5
"2013","전라북도","계",1860620.5,85247.5,88623,67807.5,64227.5,39251,24976.5,17327.5,6229,1205.5,214.5
"2013","전라남도","계",1894700,97821,110687.5,81477,78176.5,48364.5,29812,20258.5,7795.5,1494,264
"2013","경상북도","계",2680890,119019.5,131818.5,99022,92063.5,55919,36144.5,25535,8650,1704.5,255
"2013","경상남도","계",3304756,123433.5,121529,90327,84850.5,53400,31450.5,23134,6951,1182.5,183
"2013","제주특별자치도","계",584077.5,23473.5,21023,16087.5,16263,9405,6858,3916,2296.5,549.5,96
"2014","서울특별시","계",9970992.5,418589,334235,211763.5,189315,111619.5,77695.5,53535,19634,3889.5,637
"2014","부산광역시","계",3485394,167126.5,138985.5,89315,76038,47203,28835,21189.5,6392,1073,180.5
"2014","대구광역시","계",2477822.5,96620,86074.5,59533.5,51032,32225,18807,13656,4262.5,774,114.5
"2014","인천광역시","계",2863670,97371.5,78894,56229,54146.5,32052.5,22094,15298.5,5526.5,1096,173
"2014","광주광역시","계",1465396.5,52661.5,43516.5,29905,28381.5,16944.5,11437,7916.5,2849,574.5,97
"2014","대전광역시","계",1521389.5,50873,42759,30637,28893,17401,11492,8012.5,2796,581.5,102
"2014","울산광역시","계",1154816.5,34063,26546,17076,15861,9629,6232,4452.5,1488,255,36.5
"2014","세종특별자치시","계",138270.5,5044.5,5139,4186.5,4286.5,2594,1692.5,1183.5,412.5,84,12.5
"2014","경기도","계",12196188.5,397360.5,339628,245828,226807,135915.5,90891.5,63071.5,22724.5,4398,697.5
"2014","강원도","계",1529766,71898,73027,54542,50311,29214,21097,14565.5,5235,1110,186.5
"2014","충청북도","계",1565580,62850.5,63438.5,50860.5,46579,28557.5,18021.5,12730,4319.5,825,147
"2014","충청남도","계",2041139,86619.5,87012.5,75870.5,73303.5,45061,28242.5,19894.5,6759,1388.5,200.5
"2014","전라북도","계",1860008,89110.5,86348.5,70312,69553.5,42289.5,27264,19007.5,6708,1321,227.5
"2014","전라남도","계",1893159.5,100788,106659.5,85644,83594.5,51063,32531.5,22178.5,8490,1579.5,283.5
"2014","경상북도","계",2682403,123713.5,130016,103788.5,99209.5,60362,38847.5,27507.5,9224.5,1823,292.5
"2014","경상남도","계",3321034.5,129744.5,121596,94259,91506.5,56994.5,34512,25300.5,7737.5,1270,204
"2014","제주특별자치도","계",596127.5,24348,21211,16583.5,17911,10550.5,7360.5,4192,2501,567.5,100
"2015","서울특별시","계",9907155,434168.5,338228.5,224632,204382.5,121159.5,83223,57813.5,20458.5,4253.5,697.5
"2015","부산광역시","계",3478811.5,176933.5,139423.5,95399,82827,51511,31316,23027.5,6911,1186.5,191
"2015","대구광역시","계",2471181.5,102973,85165,62458.5,55935.5,35624.5,20311,14769.5,4544,873.5,124
"2015","인천광역시","계",2886542,103369,80212.5,58983,59032,34850,24182,16819,5945,1225.5,192.5
"2015","광주광역시","계",1465091,55613.5,43940,31322.5,30762.5,18295,12467.5,8789.5,2945.5,625,107.5
"2015","대전광역시","계",1514389.5,54052.5,43326.5,31783.5,31345,18934.5,12410.5,8696,2991,616.5,107
"2015","울산광역시","계",1163345.5,37099,26861,18160.5,17214.5,10472.5,6742,4805.5,1605,287.5,44
"2015","세종특별자치시","계",182610,5986.5,5421.5,4529.5,4948,2961.5,1986.5,1405,483,85.5,13
"2015","경기도","계",12337489,417940,344247,258659,249130,149436.5,99693.5,69664.5,24364.5,4905.5,759
"2015","강원도","계",1533360,71554,72080,57794.5,54249.5,31483,22766.5,15688.5,5679.5,1202.5,196
"2015","충청북도","계",1571121.5,64655.5,62279,52087,50941,31370.5,19570.5,13915.5,4611,883,161
"2015","충청남도","계",2055843,91822.5,84880.5,76358,80106,49531.5,30574.5,21635,7219,1497,223.5
"2015","전라북도","계",1858351.5,94665,84113,71240.5,75547,46004.5,29542.5,21041,6820,1449,232.5
"2015","전라남도","계",1894202.5,104536.5,102236,88720,89669.5,53895,35774.5,25063.5,8649.5,1753.5,308
"2015","경상북도","계",2684089.5,131200,124606,106802,107558.5,65969,41589.5,29514,9789.5,1968.5,317.5
"2015","경상남도","계",3336798.5,137718,118935.5,97530,98922.5,61210.5,37712,27561,8517.5,1403.5,230
"2015","제주특별자치도","계",611337.5,25192,21392.5,17162,19508.5,11526.5,7982,4871.5,2412.5,590,108
"2016","서울특별시","계",9811038.5,439027.5,340549,237554.5,220235,132134.5,88100.5,61404.5,21243.5,4713.5,739
"2016","부산광역시","계",3467418,185755,138599.5,101519.5,90044,56223,33821,24767,7477,1368.5,208.5
"2016","대구광역시","계",2466465,109466,83134,65398,60957,38947,22010,16069.5,4839.5,963,138
"2016","인천광역시","계",2905551.5,106572.5,81895.5,61664,64228.5,38135,26093.5,18187.5,6319.5,1374,212.5
"2016","광주광역시","계",1461531,57449,44279.5,33101,33052,19696.5,13355.5,9442.5,3095,700,118
"2016","대전광역시","계",1505374,56576.5,43536.5,32951.5,33925.5,20562,13363.5,9437,3147.5,664,115
"2016","울산광역시","계",1166314.5,40213,27058.5,19228.5,18534,11337.5,7196.5,5113.5,1710.5,329,43.5
"2016","세종특별자치시","계",225992,6991,5654.5,4842,5585.5,3319,2266.5,1613.5,537,97.5,18.5
"2016","경기도","계",12509483.5,432029.5,350236.5,272049.5,273702.5,165228,108474.5,75853,26211.5,5571.5,838.5
"2016","강원도","계",1536275,70730.5,70741.5,60407,58696.5,34345.5,24351,16733.5,6102.5,1298.5,216.5
"2016","충청북도","계",1577149,66527.5,60885.5,52796.5,55552,34513,21039,14962,4904,998,175
"2016","충청남도","계",2072713,96853,82663,76060,87028.5,54131.5,32897,23328.5,7711,1611.5,246
"2016","전라북도","계",1854771.5,98639.5,82607.5,72070.5,81379,49536.5,31842.5,22940.5,7072,1578,252
"2016","전라남도","계",1893147,107444.5,97897.5,91674.5,95511,57058.5,38452.5,27339.5,8867,1925,321
"2016","경상북도","계",2683477.5,139885,118395,108236,115944,71371.5,44572.5,31668.5,10418.5,2146,339.5
"2016","경상남도","계",3348251.5,145789.5,115698.5,100633,106341,65439,40902,29797,9267,1586.5,251.5
"2016","제주특별자치도","계",628019,25881.5,21693.5,17926.5,20973.5,12407,8566.5,5473,2325.5,653,115
"2017","서울특별시","계",9724400.5,443556.5,344436,258889.5,236871.5,142927.5,93944,65329,22592.5,5247,775.5
"2017","부산광역시","계",3445833,193274,140168.5,109951.5,97561,60675,36886,26778,8264.5,1611,232.5
"2017","대구광역시","계",2460368.5,115683,82387,70321.5,66050,41798.5,24251.5,17751,5283,1064,153.5
"2017","인천광역시","계",2916646,110150,84117.5,66594,69316.5,41071.5,28245,19624,6832.5,1559.5,229
"2017","광주광역시","계",1457271,58599,44660.5,36302.5,35484,21191,14293,10049.5,3332.5,788,123
"2017","대전광역시","계",1497290,58949,43423.5,35583,36543,22056.5,14486.5,10233,3397,734,122.5
"2017","울산광역시","계",1162347,43209,27691,20896.5,19919,12156.5,7762.5,5507.5,1832,377,46
"2017","세종특별자치시","계",260542,7933,5853.5,5314.5,6185,3643.5,2541.5,1813,585,118,25.5
"2017","경기도","계",12681347.5,450458.5,358726,293465.5,298498.5,180093,118405.5,82702.5,28276.5,6499.5,927
"2017","강원도","계",1536689,73137,69437.5,63616,63438.5,37509.5,25929,17712.5,6529,1444.5,243
"2017","충청북도","계",1582443.5,70105,59064.5,55474.5,59875.5,37194.5,22681,16085.5,5234.5,1183,178
"2017","충청남도","계",2092354,100466.5,80261.5,79083,93562,57444.5,36117.5,25774,8216,1861.5,266
"2017","전라북도","계",1847460.5,99171.5,80869.5,76749.5,86731,52312,34419,24621.5,7727,1797.5,273
"2017","전라남도","계",1887213,108631.5,93927.5,96589.5,101615.5,60537,41078.5,29340,9233,2189.5,316
"2017","경상북도","계",2678112,148155.5,113558,113182.5,123978.5,75579,48399.5,34398,11221,2416,364.5
"2017","경상남도","계",3356330,154151,114969,105571.5,113841,69165.5,44675.5,32553.5,10026.5,1834.5,261
"2017","제주특별자치도","계",644056.5,26467,22231,18848.5,22418,13129.5,9288.5,6115.5,2275.5,776.5,121
"2018","서울특별시","계",9642857,453065.5,354695,276788,254627,154066.5,100560.5,69438.5,24424.5,5895.5,802
"2018","부산광역시","계",3418068.5,199282,145611.5,117576,105133.5,65220.5,39913,28626,9185,1858,244
"2018","대구광역시","계",2449528.5,120308,84918.5,74786,71298.5,44610,26688.5,19464,5877,1193,154.5
"2018","인천광역시","계",2922973.5,115619.5,88048,70939,74567,43903,30664,21185.5,7474,1756.5,248
"2018","광주광역시","계",1452471.5,59429,46279.5,38511.5,38095,22811.5,15283.5,10704.5,3573.5,881,124.5
"2018","대전광역시","계",1485382,61204.5,44702.5,37775,39262,23501.5,15760.5,11065,3742,832,121.5
"2018","울산광역시","계",1154181.5,46070,29264,22568.5,21352,12931,8421,5957,1980.5,433.5,50
"2018","세종특별자치시","계",296050.5,8960.5,6283,5750.5,6779.5,3923,2856.5,2026,668,134,28.5
"2018","경기도","계",12861428,477571,375077.5,311804.5,324340,194696,129644,90208.5,30952.5,7484.5,998.5
"2018","강원도","계",1533013,77825,69218,65688.5,68414,40732.5,27681.5,18749,7026.5,1651.5,254.5
"2018","충청북도","계",1586514.5,74427.5,59063.5,57626,63896,39147.5,24748.5,17528.5,5707,1326.5,186.5
"2018","충청남도","계",2107223.5,102735,80991,81032,99747.5,59929,39818.5,28485.5,8923.5,2127.5,282
"2018","전라북도","계",1833762,99138,81417.5,79611.5,91910.5,54605.5,37305,26409.5,8551,2052.5,292
"2018","전라남도","계",1877082,107988,93383.5,98297.5,108157.5,64299.5,43858,31307,9616,2608.5,326.5
"2018","경상북도","계",2666723,154312.5,113564,117775,131621,79144,52477,37161.5,12223.5,2710.5,381.5
"2018","경상남도","계",3356947,161049,118450.5,109384.5,120998.5,72480.5,48518,35192.5,10941.5,2119,265
"2018","제주특별자치도","계",656673.5,26879.5,23197.5,19442,23888.5,13633,10255.5,6963,2193.5,976,123
"2019","서울특별시","계",9578974.5,466086,370201.5,284616.5,275205.5,166758,108447.5,74381,26780,6436,850.5
"2019","부산광역시","계",3390159.5,205484.5,153586,121480,113853,70519,43334,30829.5,10200,2039.5,265
"2019","대구광역시","계",2431140,123678,89694,76352,77308,47852.5,29455.5,21486.5,6524,1285,160
"2019","인천광역시","계",2927320,122054,93435.5,72628.5,80492.5,47104.5,33388,22888,8275.5,1962,262.5
"2019","광주광역시","계",1448843,60327,49173.5,39045.5,40987,24401,16586,11569.5,3958.5,923,135
"2019","대전광역시","계",1471769.5,63992.5,47191.5,38389.5,42287,25142.5,17144.5,12030.5,4076,918,120
"2019","울산광역시","계",1145705,49119.5,31641,23416,22978.5,13800.5,9178,6472,2190.5,468.5,47
"2019","세종특별자치시","계",326244.5,9997.5,6980.5,5914,7419,4195,3224,2248.5,795,151,29.5
"2019","경기도","계",13043732,509869.5,396485.5,319848.5,352983,210169,142814,98855,34692,8168.5,1098.5
"2019","강원도","계",1528655.5,83433,69374,65670,73915,44117,29798,20068.5,7648,1808,273.5
"2019","충청북도","계",1589354.5,79078.5,60707.5,57233,68400.5,41160,27240.5,19267,6355,1419,199.5
"2019","충청남도","계",2110584,105649.5,84800.5,79548.5,106207.5,62518,43689.5,31211,9894,2273.5,311
"2019","전라북도","계",1816000.5,101269,85101,77808,97462.5,56858.5,40604,28661.5,9486,2139,317.5
"2019","전라남도","계",1863279,108313.5,96383.5,95005,115046.5,67960,47086.5,33342,10588,2812.5,344
"2019","경상북도","계",2653915.5,159719.5,118569.5,116660,140508.5,83497,57011.5,40461,13283,2861,406.5
"2019","경상남도","계",3348258,168009,124835.5,109956.5,128792.5,76032.5,52760,38031.5,12097,2356,275.5
"2019","제주특별자치도","계",663488.5,27759,24071.5,19674,25452,14080,11372,7816,2376,1049,131
"2020","서울특별시","계",9533412,496050,385833.5,289716.5,297315.5,178205.5,119110,81871.5,29509.5,6768.5,960.5
"2020","부산광역시","계",3366576.5,219293.5,162689.5,122328.5,123412,75805,47607,33937,11162,2208,300
"2020","대구광역시","계",2410205.5,130962,95564,75777.5,83346,50612,32734,23980.5,7183.5,1391,179
"2020","인천광역시","계",2922121,133963,98820.5,73708,86196.5,49549,36647.5,25058.5,9159.5,2143,286.5
"2020","광주광역시","계",1444467,63326.5,51926.5,39508.5,43920,25730.5,18189.5,12602.5,4483,959,145
"2020","대전광역시","계",1459158.5,69134,49983.5,38834,44938,26253.5,18684.5,13139,4458,958.5,129
"2020","울산광역시","계",1136113.5,53916,34458,23720.5,24721.5,14671,10050.5,7116,2374.5,510,50
"2020","세종특별자치시","계",347069.5,11309,7806,6017,8014.5,4374,3640.5,2514,926,174,26.5
"2020","경기도","계",13220207,564019,417739,325819.5,381858,223085,158773,109880,38859,8762.5,1271.5
"2020","강원도","계",1528690,93232,69188,65270.5,79634,47146.5,32487.5,21848,8371.5,1959.5,308.5
"2020","충청북도","계",1590372,86914,62558.5,56411,72635,42481.5,30153.5,21352.5,7071,1521.5,208.5
"2020","충청남도","계",2108087.5,112847.5,89964.5,77896,111658.5,63328.5,48330,34598,10988.5,2393.5,350
"2020","전라북도","계",1799898.5,106220.5,90540.5,76048.5,102582,58063.5,44518.5,31440.5,10578.5,2157.5,342
"2020","전라남도","계",1847811,112431.5,100071.5,91460,122006,70893.5,51112.5,35769.5,12148.5,2818,376.5
"2020","경상북도","계",2635767,169680.5,126099.5,112261.5,149388.5,86699,62689.5,44711,14540.5,2997.5,440.5
"2020","경상남도","계",3332034,182066,132736.5,108051,137063,79399,57664,41353.5,13417,2577.5,316
"2020","제주특별자치도","계",667268.5,30227,24729,19834,27022.5,14614.5,12408,8478.5,2813,969,147.5
"2021","서울특별시","계",9453878,535174,392366.5,293549.5,319793.5,189601,130192.5,90257.5,31768.5,7074.5,1092
"2021","부산광역시","계",3343353,235574,170916,122161,133307.5,81184,52123.5,37302,12110.5,2380,331
"2021","대구광역시","계",2387449.5,140803,101436,74089,89333,53237.5,36095.5,26425,7948.5,1517.5,204.5
"2021","인천광역시","계",2921874.5,150082.5,101665,75214,92134.5,52019,40115.5,27501.5,9983.5,2292.5,338
"2021","광주광역시","계",1438867.5,67587.5,53680,39836,46996,27387.5,19608.5,13590.5,4838.5,1022,157.5
"2021","대전광역시","계",1449628,75561,52329.5,39039.5,47662,27309.5,20352.5,14336.5,4855,1011.5,149.5
"2021","울산광역시","계",1124040.5,59572,37324.5,23993,26451.5,15530.5,10921,7758,2537.5,566.5,59
"2021","세종특별자치시","계",362921.5,12917.5,8464,6049,8542,4523.5,4018.5,2772,1024,197,25.5
"2021","경기도","계",13398945,634106.5,430717.5,332442,411757,236029,175728,122155,42636.5,9483.5,1453
"2021","강원도","계",1530536.5,105208.5,68618.5,64517,85337,49725.5,35611.5,24112.5,9016,2151,332
"2021","충청북도","계",1591246,96886,64396.5,55377.5,76600,43411.5,33188.5,23701.5,7645.5,1605.5,236
"2021","충청남도","계",2109102,122430.5,94898.5,76036,116784,63563,53221,38123,12150,2565.5,382.5
"2021","전라북도","계",1786321.5,112335.5,94562.5,74981.5,107781,59269.5,48511.5,34135.5,11741.5,2266.5,368
"2021","전라남도","계",1833020.5,118072.5,103131.5,87982,129093.5,73824,55269.5,38416,13524.5,2904.5,424.5
"2021","경상북도","계",2619827.5,182997.5,134621.5,107183.5,157202.5,88611.5,68591,48880.5,15978.5,3241.5,490.5
"2021","경상남도","계",3311248.5,199239.5,140810.5,105463.5,145466.5,82729,62737.5,44725,14814,2832.5,366
"2021","제주특별자치도","계",670992.5,33322,25198,20056,28612,15302,13310,9082.5,3138.5,917,172
"2022","서울특별시","계",9378610,564472.5,398354.5,299196.5,346971.5,207370,139601.5,97563.5,33449.5,7423.5,1165
"2022","부산광역시","계",3316707,247259.5,178226,124066.5,144438.5,88277.5,56161,40224,12973,2597.5,366.5
"2022","대구광역시","계",2364488,148132.5,106948,73539.5,96309,57304.5,39004.5,28407,8755.5,1616.5,225.5
"2022","인천광역시","계",2939962,164793,105168.5,77560,99462.5,56353,43109.5,29529,10734,2458,388.5
"2022","광주광역시","계",1431266.5,71528.5,54752.5,40272.5,50892.5,30019.5,20873,14563,5079,1066.5,164.5
"2022","대전광역시","계",1442984.5,81402.5,54530,38961.5,51300.5,29497.5,21803,15320.5,5221,1092,169.5
"2022","울산광역시","계",1112600,64531,40109,24734,28633.5,16990,11643.5,8245.5,2741,596,61
"2022","세종특별자치시","계",376991,14368,9108,6087,9158.5,4863,4295.5,2933,1114.5,218,30
"2022","경기도","계",13503168.5,693621.5,446623.5,340340,444747,254621,190126,132569,45932,10050.5,1574.5
"2022","강원도","계",1531310.5,114517,71245,63707,90941.5,52610.5,38331,26265,9448,2282,336
"2022","충청북도","계",1591003.5,105364.5,67838.5,53884.5,81491.5,45802,35689.5,25575.5,8188,1662,264
"2022","충청남도","계",2113857.5,131293,98454,74189.5,123498,66377,57121,40437,13536.5,2732,415.5
"2022","전라북도","계",1772150.5,118823.5,95229,73824.5,115144.5,63498.5,51646,36125,12633.5,2473,414.5
"2022","전라남도","계",1820069,123805,104574.5,84937,137150,78151.5,58998.5,40879.5,14636,2993.5,489.5
"2022","경상북도","계",2604744.5,193836.5,142760,103273.5,166009,92910.5,73098.5,51819,17311,3450.5,518
"2022","경상남도","계",3285522.5,213558,148838,105185,154179,87105,67074,47449.5,16176.5,3069,379
"2022","제주특별자치도","계",673714,36159.5,25555,20500,30178.5,16055,14123.5,9587,3479,850,207.5
